Filename,Corpus,<# untagged words>,<# no-rules words>,<# tags>,<# words>,<# tokens>
SF Renaissance Stanford Court (306)_4397,HotelReviews,100.0,0.0,110,110,231
Madison Concourse Hotel (337)_2589,HotelReviews,100.0,0.0,273,273,578
Chicago Radisson Blu Aqua (330)_2991,HotelReviews,100.0,0.0,38,38,81
NY The Iroquois (300)_4534,HotelReviews,100.0,0.0,44,44,96
SF Renaissance Stanford Court (306)_4303,HotelReviews,100.0,0.0,169,169,352
Chicago Radisson Blu Aqua (330)_3106,HotelReviews,100.0,0.0,100,99,223
Chicago Radisson Blu Aqua (330)_3070,HotelReviews,100.0,0.0,85,84,178
NY The Iroquois (300)_4726,HotelReviews,100.0,0.0,110,109,227
SF Renaissance Stanford Court (306)_4163,HotelReviews,100.0,0.0,53,53,113
Chicago Radisson Blu Aqua (330)_3096,HotelReviews,100.0,0.0,35,35,77
Chicago The Talbott (309)_2805,HotelReviews,100.0,0.0,91,90,195
NY The Iroquois (300)_4496,HotelReviews,100.0,0.0,49,49,105
Madison Concourse Hotel (337)_2409,HotelReviews,100.0,0.0,22,22,47
Madison DoubleTree (255)_2095,HotelReviews,100.0,0.0,252,252,529
SF The Presidio Travelodge (304)_4116,HotelReviews,100.0,0.0,30,30,66
Chicago - La Quinta Inn & Suites (235)_3387,HotelReviews,100.0,0.0,120,119,258
NY The Iroquois (300)_4585,HotelReviews,100.0,0.0,152,150,323
Chicago - La Quinta Inn & Suites (235)_3458,HotelReviews,100.0,0.0,116,116,239
SF  The Chancellor (303)_3706,HotelReviews,100.0,0.0,120,115,252
NY TRYP by Windham Times Square (200)_5074,HotelReviews,100.0,0.0,70,69,147
Chicago - La Quinta Inn & Suites (235)_3435,HotelReviews,100.0,0.0,46,46,97
Chicago The Talbott (309)_2826,HotelReviews,100.0,0.0,263,263,550
Chicago Radisson Blu Aqua (330)_3295,HotelReviews,100.0,0.0,121,119,255
SF  The Chancellor (303)_3741,HotelReviews,100.0,0.0,50,50,108
Chicago The Talbott (309)_2759,HotelReviews,100.0,0.0,214,212,452
NY The Surrey (300)_4794,HotelReviews,100.0,0.0,49,49,104
SF Renaissance Stanford Court (306)_4266,HotelReviews,100.0,0.0,118,117,251
SF Renaissance Stanford Court (306)_4427,HotelReviews,100.0,0.0,280,271,586
NY The Surrey (300)_4961,HotelReviews,100.0,0.0,74,73,154
NY The Surrey (300)_5019,HotelReviews,100.0,0.0,114,114,242
SF Renaissance Stanford Court (306)_4176,HotelReviews,100.0,0.0,55,54,120
SF Renaissance Stanford Court (306)_4191,HotelReviews,100.0,0.0,153,152,314
Madison Concourse Hotel (337)_2528,HotelReviews,100.0,0.0,275,272,576
Madison DoubleTree (255)_2093,HotelReviews,100.0,0.0,65,65,136
Madison DoubleTree (255)_2253,HotelReviews,100.0,0.0,128,123,269
Madison Concourse Hotel (337)_2418,HotelReviews,100.0,0.0,174,174,349
SF  The Chancellor (303)_3785,HotelReviews,100.0,0.0,156,156,327
SF  The Chancellor (303)_3613,HotelReviews,100.0,0.0,80,80,168
SF The Presidio Travelodge (304)_3980,HotelReviews,100.0,0.0,109,107,234
Madison Concourse Hotel (337)_2503,HotelReviews,100.0,0.0,29,29,62
Chicago Radisson Blu Aqua (330)_3186,HotelReviews,100.0,0.0,42,42,93
Madison DoubleTree (255)_2155,HotelReviews,100.0,0.0,128,128,269
Madison DoubleTree (255)_2059,HotelReviews,100.0,0.0,105,104,223
SF Renaissance Stanford Court (306)_4399,HotelReviews,100.0,0.0,129,126,274
Chicago - La Quinta Inn & Suites (235)_3468,HotelReviews,100.0,0.0,126,126,263
Madison HotelRED (69)_2609,HotelReviews,100.0,0.0,157,156,334
NY TRYP by Windham Times Square (200)_5084,HotelReviews,100.0,0.0,230,219,484
Chicago The Talbott (309)_2732,HotelReviews,100.0,0.0,239,238,504
Madison Concourse Hotel (337)_2439,HotelReviews,100.0,0.0,97,94,203
SF The Presidio Travelodge (304)_4148,HotelReviews,100.0,0.0,88,88,191
Chicago Radisson Blu Aqua (330)_3133,HotelReviews,100.0,0.0,93,93,200
Chicago The Talbott (309)_2921,HotelReviews,100.0,0.0,137,137,287
NY The Surrey (300)_4772,HotelReviews,100.0,0.0,65,63,137
Madison DoubleTree (255)_2051,HotelReviews,100.0,0.0,202,201,425
SF The Presidio Travelodge (304)_4058,HotelReviews,100.0,0.0,9,9,21
NY The Surrey (300)_4831,HotelReviews,100.0,0.0,1136,1107,2418
Madison Concourse Hotel (337)_2544,HotelReviews,100.0,0.0,125,121,260
Chicago Radisson Blu Aqua (330)_3204,HotelReviews,100.0,0.0,315,307,658
Madison Concourse Hotel (337)_2299,HotelReviews,100.0,0.0,94,94,197
Madison Concourse Hotel (337)_2293,HotelReviews,100.0,0.0,102,101,215
NY TRYP by Windham Times Square (200)_5164,HotelReviews,100.0,0.0,64,64,143
NY The Iroquois (300)_4727,HotelReviews,100.0,0.0,60,60,125
Chicago - La Quinta Inn & Suites (235)_3425,HotelReviews,100.0,0.0,43,43,91
Madison Concourse Hotel (337)_2332,HotelReviews,100.0,0.0,28,28,63
SF  The Chancellor (303)_3663,HotelReviews,100.0,0.0,205,204,427
NY The Iroquois (300)_4696,HotelReviews,100.0,0.0,181,179,377
Madison Concourse Hotel (337)_2357,HotelReviews,100.0,0.0,49,49,105
Chicago - La Quinta Inn & Suites (235)_3370,HotelReviews,100.0,0.0,35,35,77
Chicago The Talbott (309)_2858,HotelReviews,100.0,0.0,92,92,194
Madison DoubleTree (255)_2060,HotelReviews,100.0,0.0,41,39,85
Chicago The Talbott (309)_2855,HotelReviews,100.0,0.0,322,317,665
Madison DoubleTree (255)_2228,HotelReviews,100.0,0.0,298,296,625
Chicago The Talbott (309)_2840,HotelReviews,100.0,0.0,35,35,78
SF  The Chancellor (303)_3735,HotelReviews,100.0,0.0,126,125,265
Chicago - La Quinta Inn & Suites (235)_3454,HotelReviews,100.0,0.0,40,40,88
SF Renaissance Stanford Court (306)_4332,HotelReviews,100.0,0.0,273,270,564
NY TRYP by Windham Times Square (200)_5182,HotelReviews,100.0,0.0,44,44,94
Madison DoubleTree (255)_2108,HotelReviews,100.0,0.0,104,104,227
NY TRYP by Windham Times Square (200)_5226,HotelReviews,100.0,0.0,51,51,109
Chicago - La Quinta Inn & Suites (235)_3419,HotelReviews,100.0,0.0,196,190,408
SF The Presidio Travelodge (304)_4007,HotelReviews,100.0,0.0,156,154,333
Madison DoubleTree (255)_2111,HotelReviews,100.0,0.0,13,13,30
Chicago - La Quinta Inn & Suites (235)_3369,HotelReviews,100.0,0.0,55,54,118
Chicago - La Quinta Inn & Suites (235)_3422,HotelReviews,100.0,0.0,282,279,602
Madison Concourse Hotel (337)_2471,HotelReviews,100.0,0.0,75,75,169
Chicago The Talbott (309)_2964,HotelReviews,100.0,0.0,146,144,306
SF Renaissance Stanford Court (306)_4219,HotelReviews,100.0,0.0,108,108,231
SF Renaissance Stanford Court (306)_4280,HotelReviews,100.0,0.0,149,148,311
SF Renaissance Stanford Court (306)_4327,HotelReviews,100.0,0.0,61,59,131
Chicago The Talbott (309)_2710,HotelReviews,100.0,0.0,37,37,79
Chicago Radisson Blu Aqua (330)_3056,HotelReviews,100.0,0.0,149,149,314
Chicago The Talbott (309)_2737,HotelReviews,100.0,0.0,149,146,309
Madison Concourse Hotel (337)_2350,HotelReviews,100.0,0.0,171,170,359
SF Renaissance Stanford Court (306)_4273,HotelReviews,100.0,0.0,121,121,256
Chicago The Talbott (309)_2822,HotelReviews,100.0,0.0,117,108,253
NY The Iroquois (300)_4756,HotelReviews,100.0,0.0,146,145,308
SF Renaissance Stanford Court (306)_4436,HotelReviews,100.0,0.0,217,217,446
NY TRYP by Windham Times Square (200)_5087,HotelReviews,100.0,0.0,134,133,279
Chicago Radisson Blu Aqua (330)_3287,HotelReviews,100.0,0.0,47,47,100
NY The Iroquois (300)_4478,HotelReviews,100.0,0.0,118,117,256
SF Renaissance Stanford Court (306)_4166,HotelReviews,100.0,0.0,177,175,380
NY The Iroquois (300)_4624,HotelReviews,100.0,0.0,258,258,548
SF The Presidio Travelodge (304)_3922,HotelReviews,100.0,0.0,97,97,201
Chicago The Talbott (309)_2900,HotelReviews,100.0,0.0,200,195,418
NY The Surrey (300)_4926,HotelReviews,100.0,0.0,81,78,174
NY The Surrey (300)_4902,HotelReviews,100.0,0.0,122,121,255
NY The Surrey (300)_4965,HotelReviews,100.0,0.0,63,63,134
Chicago The Talbott (309)_2984,HotelReviews,100.0,0.0,214,213,453
NY The Surrey (300)_4804,HotelReviews,100.0,0.0,42,42,90
Madison Concourse Hotel (337)_2556,HotelReviews,100.0,0.0,359,359,755
NY The Surrey (300)_5061,HotelReviews,100.0,0.0,49,49,106
Madison DoubleTree (255)_2124,HotelReviews,100.0,0.0,28,28,61
NY The Surrey (300)_4833,HotelReviews,100.0,0.0,363,361,757
Madison DoubleTree (255)_2141,HotelReviews,100.0,0.0,23,23,54
Madison HotelRED (69)_2631,HotelReviews,100.0,0.0,110,110,233
Madison Concourse Hotel (337)_2505,HotelReviews,100.0,0.0,159,159,332
Chicago - La Quinta Inn & Suites (235)_3493,HotelReviews,100.0,0.0,49,49,109
Madison HotelRED (69)_2624,HotelReviews,100.0,0.0,150,149,313
SF Renaissance Stanford Court (306)_4369,HotelReviews,100.0,0.0,290,289,608
NY TRYP by Windham Times Square (200)_5103,HotelReviews,100.0,0.0,82,81,172
NY TRYP by Windham Times Square (200)_5236,HotelReviews,100.0,0.0,105,104,222
Chicago The Talbott (309)_2734,HotelReviews,100.0,0.0,86,83,180
Chicago - La Quinta Inn & Suites (235)_3545,HotelReviews,100.0,0.0,56,54,121
SF The Presidio Travelodge (304)_3965,HotelReviews,100.0,0.0,262,262,553
Madison Concourse Hotel (337)_2313,HotelReviews,100.0,0.0,140,138,290
SF The Presidio Travelodge (304)_3963,HotelReviews,100.0,0.0,533,522,1120
SF Renaissance Stanford Court (306)_4403,HotelReviews,100.0,0.0,19,19,42
SF  The Chancellor (303)_3788,HotelReviews,100.0,0.0,115,114,243
Madison DoubleTree (255)_2101,HotelReviews,100.0,0.0,45,45,98
SF Renaissance Stanford Court (306)_4418,HotelReviews,100.0,0.0,41,38,88
SF  The Chancellor (303)_3795,HotelReviews,100.0,0.0,197,196,416
Madison Concourse Hotel (337)_2604,HotelReviews,100.0,0.0,238,235,504
Madison DoubleTree (255)_2270,HotelReviews,100.0,0.0,144,144,309
NY The Iroquois (300)_4551,HotelReviews,100.0,0.0,188,187,388
Madison DoubleTree (255)_2218,HotelReviews,100.0,0.0,35,34,75
Chicago Radisson Blu Aqua (330)_3162,HotelReviews,100.0,0.0,170,170,362
NY The Surrey (300)_5044,HotelReviews,100.0,0.0,114,114,232
SF  The Chancellor (303)_3586,HotelReviews,100.0,0.0,80,80,170
Chicago The Talbott (309)_2904,HotelReviews,100.0,0.0,18,18,41
SF Renaissance Stanford Court (306)_4449,HotelReviews,100.0,0.0,136,132,283
Chicago - La Quinta Inn & Suites (235)_3336,HotelReviews,100.0,0.0,68,68,145
Chicago Radisson Blu Aqua (330)_3220,HotelReviews,100.0,0.0,180,179,378
Madison DoubleTree (255)_2173,HotelReviews,100.0,0.0,27,27,62
Chicago The Talbott (309)_2870,HotelReviews,100.0,0.0,274,273,580
Madison Concourse Hotel (337)_2453,HotelReviews,100.0,0.0,155,145,334
SF  The Chancellor (303)_3731,HotelReviews,100.0,0.0,130,127,270
SF  The Chancellor (303)_3708,HotelReviews,100.0,0.0,160,156,334
NY The Surrey (300)_4863,HotelReviews,100.0,0.0,475,470,1021
SF  The Chancellor (303)_3644,HotelReviews,100.0,0.0,250,244,528
Madison Concourse Hotel (337)_2601,HotelReviews,100.0,0.0,442,442,919
Chicago - La Quinta Inn & Suites (235)_3415,HotelReviews,100.0,0.0,36,36,80
NY The Iroquois (300)_4680,HotelReviews,100.0,0.0,85,84,179
Chicago Radisson Blu Aqua (330)_3192,HotelReviews,100.0,0.0,65,64,137
Chicago - La Quinta Inn & Suites (235)_3374,HotelReviews,100.0,0.0,254,249,532
Chicago Radisson Blu Aqua (330)_3015,HotelReviews,100.0,0.0,236,224,496
Madison DoubleTree (255)_2185,HotelReviews,100.0,0.0,50,50,105
Madison DoubleTree (255)_2236,HotelReviews,100.0,0.0,70,69,151
Madison Concourse Hotel (337)_2554,HotelReviews,100.0,0.0,472,469,1001
Chicago - La Quinta Inn & Suites (235)_3409,HotelReviews,100.0,0.0,50,50,106
Chicago Radisson Blu Aqua (330)_3178,HotelReviews,100.0,0.0,40,39,88
SF The Presidio Travelodge (304)_4040,HotelReviews,100.0,0.0,111,97,235
NY The Surrey (300)_4868,HotelReviews,100.0,0.0,103,103,217
SF The Presidio Travelodge (304)_4013,HotelReviews,100.0,0.0,106,106,224
Madison DoubleTree (255)_2167,HotelReviews,100.0,0.0,86,86,182
NY The Surrey (300)_4852,HotelReviews,100.0,0.0,45,45,97
Chicago Radisson Blu Aqua (330)_3239,HotelReviews,100.0,0.0,261,260,542
SF  The Chancellor (303)_3628,HotelReviews,100.0,0.0,93,93,195
Madison Concourse Hotel (337)_2373,HotelReviews,100.0,0.0,85,83,177
Chicago The Talbott (309)_2802,HotelReviews,100.0,0.0,73,73,156
NY TRYP by Windham Times Square (200)_5189,HotelReviews,100.0,0.0,107,107,223
Madison HotelRED (69)_2633,HotelReviews,100.0,0.0,164,163,348
NY The Surrey (300)_5022,HotelReviews,100.0,0.0,97,96,208
Chicago The Talbott (309)_2797,HotelReviews,100.0,0.0,244,241,519
SF The Presidio Travelodge (304)_3990,HotelReviews,100.0,0.0,61,60,129
SF  The Chancellor (303)_3585,HotelReviews,100.0,0.0,54,54,116
Chicago Radisson Blu Aqua (330)_3048,HotelReviews,100.0,0.0,75,75,159
Chicago - La Quinta Inn & Suites (235)_3484,HotelReviews,100.0,0.0,150,150,316
Chicago Radisson Blu Aqua (330)_3253,HotelReviews,100.0,0.0,116,115,243
SF Renaissance Stanford Court (306)_4179,HotelReviews,100.0,0.0,104,104,218
Chicago - La Quinta Inn & Suites (235)_3471,HotelReviews,100.0,0.0,61,61,131
Chicago Radisson Blu Aqua (330)_3264,HotelReviews,100.0,0.0,126,125,269
Madison Concourse Hotel (337)_2376,HotelReviews,100.0,0.0,62,61,129
SF The Presidio Travelodge (304)_4050,HotelReviews,100.0,0.0,158,158,327
Madison Concourse Hotel (337)_2417,HotelReviews,100.0,0.0,53,52,115
NY The Iroquois (300)_4499,HotelReviews,100.0,0.0,80,79,168
SF Renaissance Stanford Court (306)_4239,HotelReviews,100.0,0.0,213,213,446
Chicago Radisson Blu Aqua (330)_3147,HotelReviews,100.0,0.0,182,182,381
SF Renaissance Stanford Court (306)_4349,HotelReviews,100.0,0.0,56,53,122
SF The Presidio Travelodge (304)_4115,HotelReviews,100.0,0.0,26,26,57
Madison Concourse Hotel (337)_2366,HotelReviews,100.0,0.0,85,85,183
Chicago Radisson Blu Aqua (330)_3156,HotelReviews,100.0,0.0,134,128,284
NY The Surrey (300)_4915,HotelReviews,100.0,0.0,58,58,127
SF  The Chancellor (303)_3745,HotelReviews,100.0,0.0,190,189,402
NY The Iroquois (300)_4549,HotelReviews,100.0,0.0,154,153,313
SF The Presidio Travelodge (304)_4093,HotelReviews,100.0,0.0,181,178,381
Madison Concourse Hotel (337)_2566,HotelReviews,100.0,0.0,56,55,121
SF Renaissance Stanford Court (306)_4252,HotelReviews,100.0,0.0,57,54,124
Madison Concourse Hotel (337)_2275,HotelReviews,100.0,0.0,214,211,446
NY TRYP by Windham Times Square (200)_5151,HotelReviews,100.0,0.0,192,191,403
Chicago The Talbott (309)_2772,HotelReviews,100.0,0.0,111,111,235
Chicago The Talbott (309)_2717,HotelReviews,100.0,0.0,63,63,137
NY The Iroquois (300)_4601,HotelReviews,100.0,0.0,115,115,243
Madison DoubleTree (255)_2091,HotelReviews,100.0,0.0,55,55,117
Madison DoubleTree (255)_2249,HotelReviews,100.0,0.0,86,86,180
SF The Presidio Travelodge (304)_3949,HotelReviews,100.0,0.0,96,95,202
Chicago Radisson Blu Aqua (330)_3282,HotelReviews,100.0,0.0,71,69,151
Madison Concourse Hotel (337)_2531,HotelReviews,100.0,0.0,96,96,203
Chicago - La Quinta Inn & Suites (235)_3501,HotelReviews,100.0,0.0,80,80,170
Chicago Radisson Blu Aqua (330)_3039,HotelReviews,100.0,0.0,253,253,529
SF The Presidio Travelodge (304)_4132,HotelReviews,100.0,0.0,174,173,370
SF The Presidio Travelodge (304)_3937,HotelReviews,100.0,0.0,479,475,995
Madison DoubleTree (255)_2067,HotelReviews,100.0,0.0,35,35,77
SF  The Chancellor (303)_3657,HotelReviews,100.0,0.0,119,119,256
Madison Concourse Hotel (337)_2420,HotelReviews,100.0,0.0,240,239,509
Chicago - La Quinta Inn & Suites (235)_3511,HotelReviews,100.0,0.0,225,221,474
Chicago - La Quinta Inn & Suites (235)_3341,HotelReviews,100.0,0.0,80,77,169
SF Renaissance Stanford Court (306)_4407,HotelReviews,100.0,0.0,33,33,73
Chicago - La Quinta Inn & Suites (235)_3531,HotelReviews,100.0,0.0,140,139,302
Chicago The Talbott (309)_2955,HotelReviews,100.0,0.0,95,95,201
Chicago The Talbott (309)_2726,HotelReviews,100.0,0.0,143,140,304
Madison HotelRED (69)_2670,HotelReviews,100.0,0.0,205,203,441
Chicago Radisson Blu Aqua (330)_3090,HotelReviews,100.0,0.0,137,137,289
Chicago Radisson Blu Aqua (330)_3129,HotelReviews,100.0,0.0,82,82,172
Madison Concourse Hotel (337)_2539,HotelReviews,100.0,0.0,81,80,169
Chicago The Talbott (309)_2778,HotelReviews,100.0,0.0,234,234,497
SF The Presidio Travelodge (304)_4076,HotelReviews,100.0,0.0,74,73,153
SF The Presidio Travelodge (304)_3932,HotelReviews,100.0,0.0,105,105,225
Madison Concourse Hotel (337)_2486,HotelReviews,100.0,0.0,63,63,135
Chicago - La Quinta Inn & Suites (235)_3407,HotelReviews,100.0,0.0,145,144,311
Chicago - La Quinta Inn & Suites (235)_3504,HotelReviews,100.0,0.0,203,201,425
SF The Presidio Travelodge (304)_3876,HotelReviews,100.0,0.0,52,52,110
Madison HotelRED (69)_2666,HotelReviews,100.0,0.0,62,62,138
NY The Iroquois (300)_4733,HotelReviews,100.0,0.0,70,70,147
SF The Presidio Travelodge (304)_4021,HotelReviews,100.0,0.0,119,118,255
SF  The Chancellor (303)_3763,HotelReviews,100.0,0.0,93,93,198
Chicago - La Quinta Inn & Suites (235)_3490,HotelReviews,100.0,0.0,407,406,853
Madison Concourse Hotel (337)_2407,HotelReviews,100.0,0.0,92,92,195
SF Renaissance Stanford Court (306)_4360,HotelReviews,100.0,0.0,108,108,227
Chicago Radisson Blu Aqua (330)_3098,HotelReviews,100.0,0.0,42,42,91
Madison Concourse Hotel (337)_2542,HotelReviews,100.0,0.0,262,261,554
NY The Iroquois (300)_4690,HotelReviews,100.0,0.0,112,112,237
SF Renaissance Stanford Court (306)_4298,HotelReviews,100.0,0.0,67,67,148
NY The Surrey (300)_4866,HotelReviews,100.0,0.0,160,159,337
NY TRYP by Windham Times Square (200)_5232,HotelReviews,100.0,0.0,742,739,1523
Madison Concourse Hotel (337)_2476,HotelReviews,100.0,0.0,195,188,409
Chicago Radisson Blu Aqua (330)_3209,HotelReviews,100.0,0.0,112,112,242
NY The Surrey (300)_4962,HotelReviews,100.0,0.0,120,117,258
Madison DoubleTree (255)_2145,HotelReviews,100.0,0.0,157,157,339
Chicago The Talbott (309)_2846,HotelReviews,100.0,0.0,140,137,297
Chicago - La Quinta Inn & Suites (235)_3416,HotelReviews,100.0,0.0,359,357,760
Madison HotelRED (69)_2645,HotelReviews,100.0,0.0,318,315,690
Chicago - La Quinta Inn & Suites (235)_3480,HotelReviews,100.0,0.0,58,56,123
SF Renaissance Stanford Court (306)_4334,HotelReviews,100.0,0.0,99,98,211
NY The Iroquois (300)_4592,HotelReviews,100.0,0.0,82,82,175
SF The Presidio Travelodge (304)_3915,HotelReviews,100.0,0.0,29,29,63
Chicago Radisson Blu Aqua (330)_3201,HotelReviews,100.0,0.0,81,80,172
SF  The Chancellor (303)_3686,HotelReviews,100.0,0.0,246,243,504
Madison Concourse Hotel (337)_2593,HotelReviews,100.0,0.0,52,52,111
SF The Presidio Travelodge (304)_4149,HotelReviews,100.0,0.0,60,60,124
SF The Presidio Travelodge (304)_3865,HotelReviews,100.0,0.0,105,105,219
SF Renaissance Stanford Court (306)_4254,HotelReviews,100.0,0.0,36,36,82
Madison DoubleTree (255)_2081,HotelReviews,100.0,0.0,82,81,176
SF The Presidio Travelodge (304)_3953,HotelReviews,100.0,0.0,165,155,357
Chicago Radisson Blu Aqua (330)_3230,HotelReviews,100.0,0.0,486,483,1038
SF  The Chancellor (303)_3847,HotelReviews,100.0,0.0,272,266,577
SF  The Chancellor (303)_3615,HotelReviews,100.0,0.0,65,65,140
NY The Surrey (300)_4878,HotelReviews,100.0,0.0,27,27,59
Chicago - La Quinta Inn & Suites (235)_3536,HotelReviews,100.0,0.0,127,111,274
NY The Iroquois (300)_4607,HotelReviews,100.0,0.0,101,101,214
NY The Iroquois (300)_4663,HotelReviews,100.0,0.0,310,308,652
SF  The Chancellor (303)_3823,HotelReviews,100.0,0.0,137,136,281
Chicago The Talbott (309)_2742,HotelReviews,100.0,0.0,133,133,284
Chicago - La Quinta Inn & Suites (235)_3364,HotelReviews,100.0,0.0,105,105,221
Chicago - La Quinta Inn & Suites (235)_3398,HotelReviews,100.0,0.0,30,30,64
SF Renaissance Stanford Court (306)_4437,HotelReviews,100.0,0.0,199,197,418
Chicago Radisson Blu Aqua (330)_3132,HotelReviews,100.0,0.0,73,73,156
Madison HotelRED (69)_2642,HotelReviews,100.0,0.0,151,151,319
NY The Surrey (300)_4835,HotelReviews,100.0,0.0,93,93,199
Chicago - La Quinta Inn & Suites (235)_3515,HotelReviews,100.0,0.0,255,255,537
SF The Presidio Travelodge (304)_3961,HotelReviews,100.0,0.0,133,133,277
NY TRYP by Windham Times Square (200)_5111,HotelReviews,100.0,0.0,167,166,349
Madison DoubleTree (255)_2106,HotelReviews,100.0,0.0,69,68,149
Madison DoubleTree (255)_2206,HotelReviews,100.0,0.0,328,325,692
NY The Iroquois (300)_4573,HotelReviews,100.0,0.0,194,194,414
NY TRYP by Windham Times Square (200)_5105,HotelReviews,100.0,0.0,158,157,334
SF Renaissance Stanford Court (306)_4302,HotelReviews,100.0,0.0,66,66,136
NY The Iroquois (300)_4648,HotelReviews,100.0,0.0,181,172,382
NY The Iroquois (300)_4470,HotelReviews,100.0,0.0,192,192,399
SF The Presidio Travelodge (304)_4123,HotelReviews,100.0,0.0,285,281,598
SF  The Chancellor (303)_3783,HotelReviews,100.0,0.0,214,212,440
NY The Surrey (300)_4809,HotelReviews,100.0,0.0,376,371,793
Chicago The Talbott (309)_2799,HotelReviews,100.0,0.0,120,120,256
Chicago Radisson Blu Aqua (330)_3297,HotelReviews,100.0,0.0,68,68,148
Chicago - La Quinta Inn & Suites (235)_3459,HotelReviews,100.0,0.0,39,39,83
NY The Iroquois (300)_4584,HotelReviews,100.0,0.0,35,35,72
Madison Concourse Hotel (337)_2494,HotelReviews,100.0,0.0,67,67,142
SF Renaissance Stanford Court (306)_4326,HotelReviews,100.0,0.0,112,108,232
