Filename,Corpus,<# untagged words>,<# no-rules words>,<# tags>,<# words>,<# tokens>
SF Renaissance Stanford Court (306)_4383,HotelReviews,100.0,0.0,85,84,180
SF The Presidio Travelodge (304)_4067,HotelReviews,100.0,0.0,157,156,330
SF  The Chancellor (303)_3601,HotelReviews,100.0,0.0,108,108,226
Chicago - La Quinta Inn & Suites (235)_3456,HotelReviews,100.0,0.0,73,72,158
SF The Presidio Travelodge (304)_3977,HotelReviews,100.0,0.0,131,131,280
Chicago - La Quinta Inn & Suites (235)_3506,HotelReviews,100.0,0.0,165,165,352
NY The Iroquois (300)_4477,HotelReviews,100.0,0.0,71,71,153
SF Renaissance Stanford Court (306)_4381,HotelReviews,100.0,0.0,39,39,83
SF The Presidio Travelodge (304)_3860,HotelReviews,100.0,0.0,168,166,355
SF The Presidio Travelodge (304)_3900,HotelReviews,100.0,0.0,133,133,288
Madison Concourse Hotel (337)_2583,HotelReviews,100.0,0.0,111,109,231
Madison Concourse Hotel (337)_2443,HotelReviews,100.0,0.0,220,218,460
Madison DoubleTree (255)_2064,HotelReviews,100.0,0.0,171,170,361
Chicago The Talbott (309)_2839,HotelReviews,100.0,0.0,174,172,380
NY The Iroquois (300)_4602,HotelReviews,100.0,0.0,64,64,136
Chicago Radisson Blu Aqua (330)_3051,HotelReviews,100.0,0.0,238,234,491
Madison HotelRED (69)_2676,HotelReviews,100.0,0.0,63,62,140
Madison Concourse Hotel (337)_2390,HotelReviews,100.0,0.0,32,32,69
SF Renaissance Stanford Court (306)_4251,HotelReviews,100.0,0.0,126,120,254
SF Renaissance Stanford Court (306)_4279,HotelReviews,100.0,0.0,490,480,1032
NY TRYP by Windham Times Square (200)_5249,HotelReviews,100.0,0.0,140,139,295
SF The Presidio Travelodge (304)_3868,HotelReviews,100.0,0.0,190,187,401
Chicago Radisson Blu Aqua (330)_3261,HotelReviews,100.0,0.0,123,123,260
Madison Concourse Hotel (337)_2412,HotelReviews,100.0,0.0,37,37,79
Chicago The Talbott (309)_2967,HotelReviews,100.0,0.0,93,93,198
SF The Presidio Travelodge (304)_3903,HotelReviews,100.0,0.0,22,20,52
Madison Concourse Hotel (337)_2306,HotelReviews,100.0,0.0,113,113,236
Chicago The Talbott (309)_2859,HotelReviews,100.0,0.0,124,124,262
Chicago The Talbott (309)_2977,HotelReviews,100.0,0.0,70,70,147
NY TRYP by Windham Times Square (200)_5149,HotelReviews,100.0,0.0,170,169,354
Chicago The Talbott (309)_2888,HotelReviews,100.0,0.0,129,128,271
SF  The Chancellor (303)_3553,HotelReviews,100.0,0.0,137,137,291
NY The Surrey (300)_4974,HotelReviews,100.0,0.0,147,146,310
SF The Presidio Travelodge (304)_4119,HotelReviews,100.0,0.0,293,293,607
SF  The Chancellor (303)_3694,HotelReviews,100.0,0.0,45,45,99
Chicago - La Quinta Inn & Suites (235)_3514,HotelReviews,100.0,0.0,75,75,158
SF  The Chancellor (303)_3673,HotelReviews,100.0,0.0,114,110,245
NY The Iroquois (300)_4675,HotelReviews,100.0,0.0,84,84,178
SF The Presidio Travelodge (304)_3924,HotelReviews,100.0,0.0,20,20,44
SF  The Chancellor (303)_3758,HotelReviews,100.0,0.0,136,134,291
SF The Presidio Travelodge (304)_3991,HotelReviews,100.0,0.0,71,71,148
Madison Concourse Hotel (337)_2538,HotelReviews,100.0,0.0,72,72,151
SF  The Chancellor (303)_3748,HotelReviews,100.0,0.0,67,67,143
Madison Concourse Hotel (337)_2550,HotelReviews,100.0,0.0,138,138,290
SF Renaissance Stanford Court (306)_4240,HotelReviews,100.0,0.0,148,146,314
SF Renaissance Stanford Court (306)_4263,HotelReviews,100.0,0.0,268,264,547
NY The Iroquois (300)_4576,HotelReviews,100.0,0.0,36,36,77
Madison DoubleTree (255)_2118,HotelReviews,100.0,0.0,46,46,101
Chicago Radisson Blu Aqua (330)_3034,HotelReviews,100.0,0.0,167,165,351
SF  The Chancellor (303)_3602,HotelReviews,100.0,0.0,33,32,72
Chicago The Talbott (309)_2810,HotelReviews,100.0,0.0,113,113,241
NY The Surrey (300)_4909,HotelReviews,100.0,0.0,21,21,47
SF Renaissance Stanford Court (306)_4282,HotelReviews,100.0,0.0,44,44,97
NY The Iroquois (300)_4578,HotelReviews,100.0,0.0,55,55,115
NY TRYP by Windham Times Square (200)_5238,HotelReviews,100.0,0.0,56,56,120
NY The Iroquois (300)_4707,HotelReviews,100.0,0.0,172,172,368
Madison DoubleTree (255)_2189,HotelReviews,100.0,0.0,40,40,86
Chicago - La Quinta Inn & Suites (235)_3537,HotelReviews,100.0,0.0,152,134,332
NY The Surrey (300)_5020,HotelReviews,100.0,0.0,61,58,131
SF The Presidio Travelodge (304)_3941,HotelReviews,100.0,0.0,181,179,389
Chicago Radisson Blu Aqua (330)_3064,HotelReviews,100.0,0.0,45,45,93
SF The Presidio Travelodge (304)_4024,HotelReviews,100.0,0.0,122,122,257
Madison DoubleTree (255)_2231,HotelReviews,100.0,0.0,14,14,34
Chicago The Talbott (309)_2682,HotelReviews,100.0,0.0,207,203,438
SF The Presidio Travelodge (304)_3981,HotelReviews,100.0,0.0,55,55,117
Chicago Radisson Blu Aqua (330)_3112,HotelReviews,100.0,0.0,449,448,953
SF  The Chancellor (303)_3700,HotelReviews,100.0,0.0,531,528,1112
Chicago The Talbott (309)_2705,HotelReviews,100.0,0.0,114,114,250
SF Renaissance Stanford Court (306)_4365,HotelReviews,100.0,0.0,193,192,409
NY The Surrey (300)_4808,HotelReviews,100.0,0.0,511,501,1088
Madison DoubleTree (255)_2182,HotelReviews,100.0,0.0,11,11,25
SF Renaissance Stanford Court (306)_4378,HotelReviews,100.0,0.0,216,216,452
NY TRYP by Windham Times Square (200)_5118,HotelReviews,100.0,0.0,50,47,106
NY The Surrey (300)_4823,HotelReviews,100.0,0.0,122,118,254
Madison Concourse Hotel (337)_2374,HotelReviews,100.0,0.0,27,27,60
Chicago The Talbott (309)_2760,HotelReviews,100.0,0.0,61,61,130
NY The Iroquois (300)_4736,HotelReviews,100.0,0.0,306,306,642
Madison Concourse Hotel (337)_2516,HotelReviews,100.0,0.0,205,205,431
Madison Concourse Hotel (337)_2455,HotelReviews,100.0,0.0,89,88,187
NY The Surrey (300)_4950,HotelReviews,100.0,0.0,179,178,373
NY TRYP by Windham Times Square (200)_5254,HotelReviews,100.0,0.0,339,331,708
Chicago Radisson Blu Aqua (330)_3226,HotelReviews,100.0,0.0,68,65,142
Chicago - La Quinta Inn & Suites (235)_3386,HotelReviews,100.0,0.0,39,39,82
Chicago The Talbott (309)_2907,HotelReviews,100.0,0.0,95,95,200
Chicago - La Quinta Inn & Suites (235)_3413,HotelReviews,100.0,0.0,295,291,632
Chicago Radisson Blu Aqua (330)_3009,HotelReviews,100.0,0.0,303,299,635
Chicago - La Quinta Inn & Suites (235)_3338,HotelReviews,100.0,0.0,63,62,136
Madison Concourse Hotel (337)_2310,HotelReviews,100.0,0.0,88,88,190
Madison Concourse Hotel (337)_2599,HotelReviews,100.0,0.0,81,80,170
NY TRYP by Windham Times Square (200)_5177,HotelReviews,100.0,0.0,56,55,120
NY TRYP by Windham Times Square (200)_5138,HotelReviews,100.0,0.0,135,134,279
SF The Presidio Travelodge (304)_4097,HotelReviews,100.0,0.0,47,47,100
Chicago The Talbott (309)_2789,HotelReviews,100.0,0.0,111,111,235
NY The Iroquois (300)_4521,HotelReviews,100.0,0.0,125,125,259
Chicago Radisson Blu Aqua (330)_3102,HotelReviews,100.0,0.0,61,61,133
Chicago Radisson Blu Aqua (330)_2992,HotelReviews,100.0,0.0,193,193,403
NY TRYP by Windham Times Square (200)_5152,HotelReviews,100.0,0.0,125,125,271
Madison DoubleTree (255)_2214,HotelReviews,100.0,0.0,142,142,300
SF The Presidio Travelodge (304)_3967,HotelReviews,100.0,0.0,284,281,599
SF The Presidio Travelodge (304)_4056,HotelReviews,100.0,0.0,172,170,364
SF Renaissance Stanford Court (306)_4401,HotelReviews,100.0,0.0,168,168,357
NY The Iroquois (300)_4495,HotelReviews,100.0,0.0,101,101,215
SF The Presidio Travelodge (304)_4015,HotelReviews,100.0,0.0,97,96,205
SF The Presidio Travelodge (304)_3985,HotelReviews,100.0,0.0,44,44,95
Chicago Radisson Blu Aqua (330)_3087,HotelReviews,100.0,0.0,357,348,743
NY The Iroquois (300)_4631,HotelReviews,100.0,0.0,59,59,128
Madison Concourse Hotel (337)_2569,HotelReviews,100.0,0.0,93,92,197
Chicago The Talbott (309)_2968,HotelReviews,100.0,0.0,68,68,144
SF  The Chancellor (303)_3779,HotelReviews,100.0,0.0,188,188,399
NY The Surrey (300)_4779,HotelReviews,100.0,0.0,127,124,269
NY The Surrey (300)_4807,HotelReviews,100.0,0.0,63,63,131
SF The Presidio Travelodge (304)_4101,HotelReviews,100.0,0.0,110,110,226
SF Renaissance Stanford Court (306)_4264,HotelReviews,100.0,0.0,56,56,119
NY The Iroquois (300)_4596,HotelReviews,100.0,0.0,87,87,185
NY The Surrey (300)_4959,HotelReviews,100.0,0.0,122,121,260
Chicago The Talbott (309)_2831,HotelReviews,100.0,0.0,232,232,492
Chicago - La Quinta Inn & Suites (235)_3334,HotelReviews,100.0,0.0,48,48,99
Chicago Radisson Blu Aqua (330)_3026,HotelReviews,100.0,0.0,64,64,135
Chicago Radisson Blu Aqua (330)_3300,HotelReviews,100.0,0.0,178,174,382
SF The Presidio Travelodge (304)_3928,HotelReviews,100.0,0.0,63,63,134
Chicago The Talbott (309)_2718,HotelReviews,100.0,0.0,44,41,102
NY The Surrey (300)_4838,HotelReviews,100.0,0.0,118,118,248
SF The Presidio Travelodge (304)_4048,HotelReviews,100.0,0.0,200,200,421
Madison Concourse Hotel (337)_2349,HotelReviews,100.0,0.0,74,74,157
Madison Concourse Hotel (337)_2411,HotelReviews,100.0,0.0,169,168,355
Chicago Radisson Blu Aqua (330)_3262,HotelReviews,100.0,0.0,70,69,153
NY TRYP by Windham Times Square (200)_5192,HotelReviews,100.0,0.0,103,103,218
Chicago Radisson Blu Aqua (330)_3174,HotelReviews,100.0,0.0,277,276,587
Madison DoubleTree (255)_2084,HotelReviews,100.0,0.0,131,131,278
Chicago - La Quinta Inn & Suites (235)_3436,HotelReviews,100.0,0.0,55,55,117
Chicago Radisson Blu Aqua (330)_3308,HotelReviews,100.0,0.0,162,161,339
Madison Concourse Hotel (337)_2354,HotelReviews,100.0,0.0,91,90,194
SF The Presidio Travelodge (304)_3891,HotelReviews,100.0,0.0,214,214,447
SF  The Chancellor (303)_3650,HotelReviews,100.0,0.0,62,62,133
Madison DoubleTree (255)_2046,HotelReviews,100.0,0.0,57,56,120
NY TRYP by Windham Times Square (200)_5108,HotelReviews,100.0,0.0,48,48,103
Madison HotelRED (69)_2662,HotelReviews,100.0,0.0,116,116,248
Chicago The Talbott (309)_2794,HotelReviews,100.0,0.0,147,144,312
NY TRYP by Windham Times Square (200)_5246,HotelReviews,100.0,0.0,162,152,332
NY The Surrey (300)_4984,HotelReviews,100.0,0.0,427,426,897
SF  The Chancellor (303)_3697,HotelReviews,100.0,0.0,136,136,288
SF The Presidio Travelodge (304)_3919,HotelReviews,100.0,0.0,36,36,76
SF The Presidio Travelodge (304)_4061,HotelReviews,100.0,0.0,124,124,259
NY The Surrey (300)_4979,HotelReviews,100.0,0.0,421,420,891
Madison Concourse Hotel (337)_2562,HotelReviews,100.0,0.0,203,200,429
SF  The Chancellor (303)_3728,HotelReviews,100.0,0.0,97,95,202
Chicago Radisson Blu Aqua (330)_3284,HotelReviews,100.0,0.0,92,92,197
NY The Iroquois (300)_4752,HotelReviews,100.0,0.0,132,132,274
Madison Concourse Hotel (337)_2287,HotelReviews,100.0,0.0,151,150,315
Chicago - La Quinta Inn & Suites (235)_3347,HotelReviews,100.0,0.0,316,311,664
Chicago Radisson Blu Aqua (330)_3251,HotelReviews,100.0,0.0,271,270,564
Chicago - La Quinta Inn & Suites (235)_3486,HotelReviews,100.0,0.0,52,52,109
Chicago Radisson Blu Aqua (330)_3268,HotelReviews,100.0,0.0,120,120,252
Chicago The Talbott (309)_2694,HotelReviews,100.0,0.0,100,100,204
SF Renaissance Stanford Court (306)_4175,HotelReviews,100.0,0.0,115,115,232
Chicago - La Quinta Inn & Suites (235)_3497,HotelReviews,100.0,0.0,96,96,198
Chicago The Talbott (309)_2941,HotelReviews,100.0,0.0,55,55,112
Chicago Radisson Blu Aqua (330)_3078,HotelReviews,100.0,0.0,58,54,125
NY The Surrey (300)_4951,HotelReviews,100.0,0.0,90,89,193
Madison HotelRED (69)_2659,HotelReviews,100.0,0.0,314,313,656
Madison Concourse Hotel (337)_2344,HotelReviews,100.0,0.0,248,246,528
SF  The Chancellor (303)_3627,HotelReviews,100.0,0.0,218,218,471
Madison DoubleTree (255)_2114,HotelReviews,100.0,0.0,107,106,226
Chicago The Talbott (309)_2808,HotelReviews,100.0,0.0,88,87,186
SF Renaissance Stanford Court (306)_4364,HotelReviews,100.0,0.0,294,293,641
Madison Concourse Hotel (337)_2279,HotelReviews,100.0,0.0,143,141,304
Chicago The Talbott (309)_2860,HotelReviews,100.0,0.0,82,81,173
Chicago The Talbott (309)_2935,HotelReviews,100.0,0.0,17,17,39
Madison DoubleTree (255)_2048,HotelReviews,100.0,0.0,44,43,91
Chicago Radisson Blu Aqua (330)_3025,HotelReviews,100.0,0.0,148,146,312
Madison HotelRED (69)_2620,HotelReviews,100.0,0.0,265,263,566
Madison Concourse Hotel (337)_2492,HotelReviews,100.0,0.0,79,78,168
Chicago The Talbott (309)_2800,HotelReviews,100.0,0.0,174,174,365
SF The Presidio Travelodge (304)_3944,HotelReviews,100.0,0.0,162,161,344
SF The Presidio Travelodge (304)_3855,HotelReviews,100.0,0.0,40,40,86
NY The Surrey (300)_4900,HotelReviews,100.0,0.0,212,208,445
NY The Surrey (300)_4903,HotelReviews,100.0,0.0,396,388,836
NY The Surrey (300)_4789,HotelReviews,100.0,0.0,170,168,354
NY TRYP by Windham Times Square (200)_5235,HotelReviews,100.0,0.0,61,61,131
Chicago - La Quinta Inn & Suites (235)_3532,HotelReviews,100.0,0.0,112,105,231
NY TRYP by Windham Times Square (200)_5219,HotelReviews,100.0,0.0,45,45,96
SF Renaissance Stanford Court (306)_4312,HotelReviews,100.0,0.0,89,88,196
Chicago The Talbott (309)_2951,HotelReviews,100.0,0.0,152,150,325
SF Renaissance Stanford Court (306)_4338,HotelReviews,100.0,0.0,77,77,163
Madison DoubleTree (255)_2142,HotelReviews,100.0,0.0,45,45,96
NY The Surrey (300)_4949,HotelReviews,100.0,0.0,503,502,1054
Chicago - La Quinta Inn & Suites (235)_3317,HotelReviews,100.0,0.0,286,284,600
Chicago Radisson Blu Aqua (330)_3196,HotelReviews,100.0,0.0,18,18,40
SF  The Chancellor (303)_3632,HotelReviews,100.0,0.0,61,59,127
SF Renaissance Stanford Court (306)_4343,HotelReviews,100.0,0.0,45,45,97
NY The Surrey (300)_5038,HotelReviews,100.0,0.0,96,93,201
NY TRYP by Windham Times Square (200)_5210,HotelReviews,100.0,0.0,138,137,287
SF  The Chancellor (303)_3567,HotelReviews,100.0,0.0,94,94,197
Chicago - La Quinta Inn & Suites (235)_3550,HotelReviews,100.0,0.0,74,68,162
NY The Iroquois (300)_4714,HotelReviews,100.0,0.0,9,9,22
Madison Concourse Hotel (337)_2339,HotelReviews,100.0,0.0,109,109,230
NY TRYP by Windham Times Square (200)_5089,HotelReviews,100.0,0.0,85,85,178
SF The Presidio Travelodge (304)_3871,HotelReviews,100.0,0.0,81,78,176
NY The Surrey (300)_4937,HotelReviews,100.0,0.0,126,126,260
NY The Surrey (300)_4910,HotelReviews,100.0,0.0,375,373,769
SF  The Chancellor (303)_3664,HotelReviews,100.0,0.0,148,148,317
Madison DoubleTree (255)_2232,HotelReviews,100.0,0.0,366,361,775
NY The Surrey (300)_5062,HotelReviews,100.0,0.0,93,93,206
Chicago Radisson Blu Aqua (330)_3225,HotelReviews,100.0,0.0,94,94,196
SF  The Chancellor (303)_3608,HotelReviews,100.0,0.0,50,50,106
SF Renaissance Stanford Court (306)_4211,HotelReviews,100.0,0.0,100,100,213
Chicago The Talbott (309)_2891,HotelReviews,100.0,0.0,97,97,209
Chicago Radisson Blu Aqua (330)_3258,HotelReviews,100.0,0.0,245,244,515
NY The Surrey (300)_4884,HotelReviews,100.0,0.0,103,102,215
Madison Concourse Hotel (337)_2456,HotelReviews,100.0,0.0,82,81,174
Chicago The Talbott (309)_2856,HotelReviews,100.0,0.0,149,149,310
Madison Concourse Hotel (337)_2475,HotelReviews,100.0,0.0,74,74,155
NY The Surrey (300)_4940,HotelReviews,100.0,0.0,137,135,288
NY The Surrey (300)_4996,HotelReviews,100.0,0.0,387,378,826
Chicago The Talbott (309)_2924,HotelReviews,100.0,0.0,199,199,419
NY The Surrey (300)_4805,HotelReviews,100.0,0.0,128,128,266
SF The Presidio Travelodge (304)_4029,HotelReviews,100.0,0.0,118,118,249
SF  The Chancellor (303)_3840,HotelReviews,100.0,0.0,20,20,44
NY TRYP by Windham Times Square (200)_5200,HotelReviews,100.0,0.0,134,134,285
Madison Concourse Hotel (337)_2337,HotelReviews,100.0,0.0,140,139,291
SF Renaissance Stanford Court (306)_4391,HotelReviews,100.0,0.0,236,236,495
Chicago The Talbott (309)_2685,HotelReviews,100.0,0.0,58,57,126
Chicago Radisson Blu Aqua (330)_3288,HotelReviews,100.0,0.0,19,19,43
Chicago - La Quinta Inn & Suites (235)_3475,HotelReviews,100.0,0.0,110,110,233
Chicago Radisson Blu Aqua (330)_3033,HotelReviews,100.0,0.0,224,222,465
SF The Presidio Travelodge (304)_3974,HotelReviews,100.0,0.0,25,25,55
NY The Iroquois (300)_4618,HotelReviews,100.0,0.0,196,196,411
Madison DoubleTree (255)_2250,HotelReviews,100.0,0.0,200,200,417
Chicago - La Quinta Inn & Suites (235)_3452,HotelReviews,100.0,0.0,75,73,163
Chicago Radisson Blu Aqua (330)_3152,HotelReviews,100.0,0.0,222,221,462
Madison DoubleTree (255)_2267,HotelReviews,100.0,0.0,93,93,200
SF The Presidio Travelodge (304)_4139,HotelReviews,100.0,0.0,282,281,600
Chicago Radisson Blu Aqua (330)_2998,HotelReviews,100.0,0.0,188,188,397
Chicago The Talbott (309)_2801,HotelReviews,100.0,0.0,134,134,289
NY The Surrey (300)_5046,HotelReviews,100.0,0.0,72,65,160
Madison Concourse Hotel (337)_2580,HotelReviews,100.0,0.0,184,178,392
NY The Surrey (300)_4874,HotelReviews,100.0,0.0,165,165,346
Chicago Radisson Blu Aqua (330)_3234,HotelReviews,100.0,0.0,137,137,291
Chicago The Talbott (309)_2782,HotelReviews,100.0,0.0,106,106,227
Madison HotelRED (69)_2610,HotelReviews,100.0,0.0,158,156,336
NY The Surrey (300)_4775,HotelReviews,100.0,0.0,204,203,426
SF  The Chancellor (303)_3684,HotelReviews,100.0,0.0,77,76,162
SF Renaissance Stanford Court (306)_4304,HotelReviews,100.0,0.0,255,253,543
SF Renaissance Stanford Court (306)_4290,HotelReviews,100.0,0.0,317,316,657
Chicago The Talbott (309)_2748,HotelReviews,100.0,0.0,96,95,194
Chicago Radisson Blu Aqua (330)_3062,HotelReviews,100.0,0.0,133,133,278
Chicago - La Quinta Inn & Suites (235)_3367,HotelReviews,100.0,0.0,101,101,213
Madison Concourse Hotel (337)_2424,HotelReviews,100.0,0.0,132,131,277
SF  The Chancellor (303)_3558,HotelReviews,100.0,0.0,158,154,332
Madison DoubleTree (255)_2244,HotelReviews,100.0,0.0,79,78,164
Chicago Radisson Blu Aqua (330)_3088,HotelReviews,100.0,0.0,127,127,266
SF The Presidio Travelodge (304)_4147,HotelReviews,100.0,0.0,82,82,177
NY TRYP by Windham Times Square (200)_5202,HotelReviews,100.0,0.0,151,151,314
NY TRYP by Windham Times Square (200)_5170,HotelReviews,100.0,0.0,66,66,141
SF  The Chancellor (303)_3656,HotelReviews,100.0,0.0,135,134,284
SF Renaissance Stanford Court (306)_4324,HotelReviews,100.0,0.0,68,67,153
SF  The Chancellor (303)_3820,HotelReviews,100.0,0.0,75,75,160
NY The Surrey (300)_4773,HotelReviews,100.0,0.0,142,141,302
Chicago Radisson Blu Aqua (330)_3130,HotelReviews,100.0,0.0,85,83,178
Chicago - La Quinta Inn & Suites (235)_3428,HotelReviews,100.0,0.0,39,39,85
NY The Iroquois (300)_4563,HotelReviews,100.0,0.0,115,115,246
NY The Surrey (300)_4995,HotelReviews,100.0,0.0,156,156,320
SF The Presidio Travelodge (304)_3969,HotelReviews,100.0,0.0,141,139,299
SF Renaissance Stanford Court (306)_4274,HotelReviews,100.0,0.0,239,238,500
Chicago Radisson Blu Aqua (330)_3179,HotelReviews,100.0,0.0,234,232,491
Madison DoubleTree (255)_2213,HotelReviews,100.0,0.0,30,30,68
NY TRYP by Windham Times Square (200)_5137,HotelReviews,100.0,0.0,48,48,102
SF The Presidio Travelodge (304)_4142,HotelReviews,100.0,0.0,28,28,62
SF Renaissance Stanford Court (306)_4392,HotelReviews,100.0,0.0,82,82,177
NY The Surrey (300)_4825,HotelReviews,100.0,0.0,143,142,304
Madison DoubleTree (255)_2065,HotelReviews,100.0,0.0,10,10,22
SF The Presidio Travelodge (304)_4037,HotelReviews,100.0,0.0,38,37,80
SF Renaissance Stanford Court (306)_4340,HotelReviews,100.0,0.0,110,110,223
Chicago - La Quinta Inn & Suites (235)_3527,HotelReviews,100.0,0.0,174,174,353
SF The Presidio Travelodge (304)_4118,HotelReviews,100.0,0.0,121,121,257
Madison Concourse Hotel (337)_2497,HotelReviews,100.0,0.0,128,127,267
Chicago - La Quinta Inn & Suites (235)_3404,HotelReviews,100.0,0.0,134,133,278
SF Renaissance Stanford Court (306)_4454,HotelReviews,100.0,0.0,94,94,198
Madison DoubleTree (255)_2041,HotelReviews,100.0,0.0,97,97,209
NY The Surrey (300)_5050,HotelReviews,100.0,0.0,102,100,218
SF  The Chancellor (303)_3620,HotelReviews,100.0,0.0,125,124,260
SF The Presidio Travelodge (304)_4034,HotelReviews,100.0,0.0,258,258,545
NY The Iroquois (300)_4717,HotelReviews,100.0,0.0,144,142,307
Chicago Radisson Blu Aqua (330)_3172,HotelReviews,100.0,0.0,587,584,1250
SF The Presidio Travelodge (304)_4019,HotelReviews,100.0,0.0,91,90,190
Chicago The Talbott (309)_2708,HotelReviews,100.0,0.0,138,130,289
Madison DoubleTree (255)_2269,HotelReviews,100.0,0.0,34,34,72
SF  The Chancellor (303)_3610,HotelReviews,100.0,0.0,71,71,151
SF The Presidio Travelodge (304)_4069,HotelReviews,100.0,0.0,112,112,237
Madison Concourse Hotel (337)_2513,HotelReviews,100.0,0.0,65,62,138
Chicago Radisson Blu Aqua (330)_3060,HotelReviews,100.0,0.0,64,63,137
SF  The Chancellor (303)_3762,HotelReviews,100.0,0.0,60,59,126
Madison HotelRED (69)_2664,HotelReviews,100.0,0.0,222,219,469
Chicago The Talbott (309)_2700,HotelReviews,100.0,0.0,118,118,252
Chicago - La Quinta Inn & Suites (235)_3461,HotelReviews,100.0,0.0,195,195,413
NY The Surrey (300)_4896,HotelReviews,100.0,0.0,296,296,611
SF Renaissance Stanford Court (306)_4228,HotelReviews,100.0,0.0,213,211,453
Madison DoubleTree (255)_2121,HotelReviews,100.0,0.0,163,158,342
Chicago - La Quinta Inn & Suites (235)_3522,HotelReviews,100.0,0.0,147,146,312
Chicago Radisson Blu Aqua (330)_3029,HotelReviews,100.0,0.0,93,93,197
SF The Presidio Travelodge (304)_4066,HotelReviews,100.0,0.0,126,126,275
Madison Concourse Hotel (337)_2522,HotelReviews,100.0,0.0,68,68,144
SF  The Chancellor (303)_3703,HotelReviews,100.0,0.0,311,311,647
Chicago Radisson Blu Aqua (330)_3311,HotelReviews,100.0,0.0,130,129,272
NY The Iroquois (300)_4548,HotelReviews,100.0,0.0,199,198,415
Madison DoubleTree (255)_2197,HotelReviews,100.0,0.0,319,317,688
SF  The Chancellor (303)_3640,HotelReviews,100.0,0.0,63,63,135
SF The Presidio Travelodge (304)_4047,HotelReviews,100.0,0.0,77,77,160
SF Renaissance Stanford Court (306)_4183,HotelReviews,100.0,0.0,82,82,171
Chicago - La Quinta Inn & Suites (235)_3393,HotelReviews,100.0,0.0,309,301,661
SF  The Chancellor (303)_3705,HotelReviews,100.0,0.0,142,141,302
SF Renaissance Stanford Court (306)_4432,HotelReviews,100.0,0.0,90,89,191
Chicago The Talbott (309)_2753,HotelReviews,100.0,0.0,97,97,207
Chicago - La Quinta Inn & Suites (235)_3355,HotelReviews,100.0,0.0,143,143,303
Madison DoubleTree (255)_2150,HotelReviews,100.0,0.0,542,535,1148
Madison DoubleTree (255)_2040,HotelReviews,100.0,0.0,89,89,185
NY TRYP by Windham Times Square (200)_5214,HotelReviews,100.0,0.0,98,96,206
Chicago - La Quinta Inn & Suites (235)_3321,HotelReviews,100.0,0.0,40,40,86
SF Renaissance Stanford Court (306)_4172,HotelReviews,100.0,0.0,222,222,462
NY TRYP by Windham Times Square (200)_5247,HotelReviews,100.0,0.0,147,147,312
Chicago The Talbott (309)_2792,HotelReviews,100.0,0.0,274,274,569
Chicago - La Quinta Inn & Suites (235)_3447,HotelReviews,100.0,0.0,354,341,766
Madison Concourse Hotel (337)_2489,HotelReviews,100.0,0.0,221,211,457
NY The Iroquois (300)_4474,HotelReviews,100.0,0.0,278,278,582
Chicago The Talbott (309)_2795,HotelReviews,100.0,0.0,71,70,150
SF Renaissance Stanford Court (306)_4187,HotelReviews,100.0,0.0,64,64,139
NY TRYP by Windham Times Square (200)_5186,HotelReviews,100.0,0.0,49,49,111
SF Renaissance Stanford Court (306)_4197,HotelReviews,100.0,0.0,344,344,735
SF Renaissance Stanford Court (306)_4450,HotelReviews,100.0,0.0,112,112,228
Madison Concourse Hotel (337)_2414,HotelReviews,100.0,0.0,73,70,149
Chicago Radisson Blu Aqua (330)_3267,HotelReviews,100.0,0.0,87,83,184
Chicago The Talbott (309)_2945,HotelReviews,100.0,0.0,92,92,201
Madison Concourse Hotel (337)_2281,HotelReviews,100.0,0.0,42,42,88
NY TRYP by Windham Times Square (200)_5197,HotelReviews,100.0,0.0,111,110,237
Chicago The Talbott (309)_2947,HotelReviews,100.0,0.0,79,79,164
SF The Presidio Travelodge (304)_4026,HotelReviews,100.0,0.0,98,98,207
NY TRYP by Windham Times Square (200)_5162,HotelReviews,100.0,0.0,70,69,149
Chicago The Talbott (309)_2845,HotelReviews,100.0,0.0,79,77,167
Chicago Radisson Blu Aqua (330)_3216,HotelReviews,100.0,0.0,112,110,237
Madison DoubleTree (255)_2063,HotelReviews,100.0,0.0,66,66,142
Madison Concourse Hotel (337)_2558,HotelReviews,100.0,0.0,127,121,273
Chicago - La Quinta Inn & Suites (235)_3543,HotelReviews,100.0,0.0,166,159,357
Chicago - La Quinta Inn & Suites (235)_3384,HotelReviews,100.0,0.0,497,490,1052
NY The Surrey (300)_4812,HotelReviews,100.0,0.0,87,87,181
NY The Iroquois (300)_4577,HotelReviews,100.0,0.0,131,130,276
NY The Iroquois (300)_4629,HotelReviews,100.0,0.0,103,103,218
SF The Presidio Travelodge (304)_4133,HotelReviews,100.0,0.0,36,35,75
NY The Surrey (300)_4994,HotelReviews,100.0,0.0,288,285,610
Madison HotelRED (69)_2656,HotelReviews,100.0,0.0,178,178,369
Madison Concourse Hotel (337)_2602,HotelReviews,100.0,0.0,82,82,176
SF Renaissance Stanford Court (306)_4283,HotelReviews,100.0,0.0,23,23,52
NY The Surrey (300)_5004,HotelReviews,100.0,0.0,503,499,1045
SF Renaissance Stanford Court (306)_4307,HotelReviews,100.0,0.0,147,146,302
NY The Surrey (300)_4938,HotelReviews,100.0,0.0,757,735,1591
NY The Surrey (300)_5021,HotelReviews,100.0,0.0,54,54,115
